43176;Интересует рейс UT 112 Самара - Сургут на 27 марта. На сайте в расписании данного рейса нет. Когда появится?;31
1517555493727;Здравствуйте. Данный рейс заведен до 24 марта. Далее начинается период летней навигации, по нему пока рейсы не заведены. Рекомендуем проверять позднее, к середине-концу февраля;31
47837;Планируются ли рейсы барнаул-сургут?;31
1518182706969;Добрый день! Прямые рейсы по данному маршруту заявлены в расписании с 03.06.18г. по 21.10.18г. по воскресеньям.;31
51411;Здравствуйте, планируются ли прямые рейсы по направлению Москва-салоники в летний период?;31
1518611681354;Здравствуйте. Информации по рейсам летней навигации по данному маршруту пока нет. Рекомендуем проверять на сайте;31
53953;Здравствуйте, планируются ли прямые рейсы Москва- Новосибирск?;31
1519040083766;Здравствуйте. Пока информации по таким рейсам нет. Рекомендуем периодически проверять на нашем сайте.;31
1517946489867;Здравствуйте! Билет Номер брони оформлен на 06.02.18 на 0.15, т.е. рейс уже улетел;31
54872;Добрый день! Смотрел на сайте билеты по направлению Калуга-Минск на 08.03-10.03. Если брать порознь, Калуга-Москва (500), и Москва-Минск (3690) получается совсем другая цена, если я указываю Калуга-Минск (5971). Что я делаю не так? Могу ли я взять билет с пересадкой за ту же цену, что и два билета раздельно? Как?;31
1519188759460;Здравствуйте. 8 марта в одну сторону, 10 марта обратно?;31
1519189046728;8 марта минимальная цена на перелет по маршруту Москва – Минск составляет 5711 рублей, а не 3690;31
54877;Обратный рейс плохо совмещается. Предлагает вылет из Минска в 13:20, пересадка 5 с лишним часов, хотя есть более удобный стыковочный рейс Минск-Москва в 17:30 (пересадка будет 1:20);31
1519189490939;На 10 марта?;31
1519189609598;А какие рейсы с пересадкой в 1:20? Сориентируйте, пожалуйста, мы проверим;31
54887;Минск-мск 17:30-18:45 мск-клг 20:05-20:50;31
1519189912110;Да, мы проверили. Стыковка есть;31
56385;Ut835 с какого Внуково отправляется?;31
1519364799445;Здравствуйте!Аэропорт Внуково терминал А.;31
45970;дату вылета измахачкалы на 28.02.2018;31
63215;Подскажите где найти инфо о вылете?;31
257606;Добрый день) а время прибытия указывается по местному времени или по времени пункта отправления?;31
1520491535769;Добрый день, ИМЯ! Все время в билетах - местное.;31
