1517557127037;Тогда за перевес, да. Два участка маршрута по 50 евро каждый.;47
45235;Здравствуйте! Купил у вас на сайте билеты, и хотел бы докупить багаж к одному билеты, это возможно сделать с уже купленными билетами, через сайт? Или уже на месте, при регистрации это можно сделать? Сколько будет стоить?;47
45387;Можно отменить доплату за перевозку лыжного снаряжения в купленном билете?;47
1517997226853;Доплата за перевозку спортинвентаря происходит в аэропорту перед вылетом на стойке регистрации. Как вы умудрились его оплатить заранее?;47
45397;Билет не я покупал. Можете проверить, пожалуйста, что там с оборудованием? Может быть и не оплачивалось ) Номер билета;47
45413;Доплачивается на стойке билет который без багажа был куплен?;47
1517997561872;Если в билет включен багаж, то спортинвентарь тоже включен. Если билет без багажа, то на стойке регистрации за дополнительную плату можно оформить багаж и/или место спортинвентаря;47
46449;Хотели бы передать гироскутер из Внуково Москва в ноябрьск;47
46450;Характеристики такие;47
46456;Получиться?;47
1518090568645;Здравствуйте. Вы хотите его без пассажира отправить? Самостоятельно?;47
46591;Есть вариант с пассажиром, а можно и самостоятельно, грузовым;47
1518091940756;К сожалению, в качестве багажа гироскутеры провозить запрещено. Позвоните в аэропорт вылета, попросите соединить с грузовым терминалом и уточните условия провоза в качестве груза;47
46640;в билет*;47
1518091844374;Место багажа можно оформить в аэропорту вылета на стойке регистрации или на нашем сайте при прохождении онлайн-регистрации за 36 часов до вылета. Допустимый вес – до 23 кг, размер – до 203 см по сумме длины, ширины и высоты. За один участок маршрута по России одно место багажа стоит 2500 рублей и 50 евро при международных полетах. Подробнее по тарифам и правилам перевозки багажа можно ознакомиться на нашем сайте: ps://www.utair.ru/information/transport-regulations/#perevozka-bagazha-i-ruchnoy-kladi;47
63583;Купить багажное место;47
63584;Сегодня вылетаем в Петербург. При покупке билета багаж не входил. Хотел бы купить одно место до 23 кг. На сайте не получается, выдает ошибку касательно платежжной страницы;47
1520498101581;Оформить дополнительное место багажа Вы можете  при онлайн-регистрации на рейс или непосредственно в аэропорту перед вылетом;47
257787;А МОЖНО ЛИ БАГАЖ КУПИТЬ ПОСЛЕ ПОКУПКИ БИЛЕТА?;47
1520501289918;Если до вылета Вашего рейса более 36 часов, то мы можем предложить оплату багажа по телефону через Контакт-Центр. Если меньше, то оплата будет доступна при он-лайн регистрации на рейс либо в кассах аэропорта перед вылетом.;47
257798;Какова стоимость обоих вариантов?;47
1520501574923;Стоимость покупки одного дополнительного места багажа на внутренних рейсах за 36 часов и более - 2 000,00 рублей за один участок перелета. Онлайн за 36 часов и менее - 2 500,00 рублей. Оплата багажного места в аэропорту будет стоить 2 500,00 + кассовый сбор.;47
257814;Что значит - на внутренних рейсах?;47
1520501707271;на рейсах по РФ;47
257818;А в Италию?;47
257821;Я лечу в Италию. Сколько стоит оплата доп. Багажа?;47
257822;Куплен билет без багажа в оба конца;47
1520501827377;На международных рейсах заблаговременная покупка багажа обойдется Вам в 40 евро за один участок пути и в 50 евро, если багаж будет приобретен в последние 36 часов перед вылетом.;47
257829;Что нужно сделать, чтобы приобрести услугу  через контакт центр?;47
1520502175839;Для этого Вам нужно являться участницей программы Статус и обратиться в Контакт-центр по бесплатному номеру 8 (800) 234-00-88;47
