50329;Я уже и так их добавила вручную,но мили не начислены до сих пор !;41
1518497902979;Когда добавляли?;41
50332;Через неделю после полёта;41
1518498018504;Месяц прошел уже с добавления?;41
50336;Нет ещё;41
1518498200487;А статус запросов какой? В обработке?;41
50342;А как это узнать ?;41
1518498428038;Назовите, пожалуйста, номер карты «Статус», фамилию и имя владельца, а также номер телефона и адрес электронной почты, которые используются в качестве логина для входа.;41
50346;Номер карты статус клиента,ФИО клиента, телефон клиента, электронная почта клиента;41
1518498667864;Пока не начислены, у вас только приветственные 300 миль;41
50350;Да я знаю что не начислены,поэтому и спрашиваю;41
1518498777857;Напишите, пожалуйста, официальное обращение на стартовой странице сайта в разделе «Обратная связь» — https://www.utair.ru/information/feedback/ В выпадающем меню выберите вариант «Программа СТАТУС». Специалисты обстоятельно рассмотрят ваш вопрос и пришлют ответ на электронную почту.;41
45629;Делал запросы на восстановление миль;41
45631;но они не обрабатываються уже пол года;41
45636;номер карты;41
1518003790129;Напишите, пожалуйста, официальное обращение на стартовой странице сайта в разделе «Обратная связь» — https://www.utair.ru/information/feedback/ В выпадающем меню выберите вариант «Программа СТАТУС». Специалисты обстоятельно рассмотрят ваш вопрос и пришлют ответ на электронную почту.;41
46363;Есть вопрос касательно зачисления миль за совершенные перелеты;41
46720;Скажите, пожалуйста, как сообщить о перелетах для зачисления миль;41
1518093194178;Авторизуйтесь на сайте. Затем войдите в раздел «Мои бонусы» (не перепутайте с «Моими полетами», вам нужны именно бонусы) на стартовой странице http://utair.ru и выберите вариант «Восстановить». Там введите данные о совершённом полёте. Мили будут зачислены в течение 30 рабочих дней. Однако добавить мили за полет можно не раньше чем через три дня после самого полета.;41
46722;а за какой период назад это можно сделать?;41
1518093229720;За год;41
46767;Спасибо. А мили будут зачислены за него?;41
1518095932944;После полета или при регистрации внесите номер карты статус и тогда мили зачтутся.;41
1520458985380;Если сейчас выходит ошибка, можно будет после полета через 4 дня оформить заявку на восстановление полета в личном кабинете. Иногда система по каким-то причинам не принимает действующие карты...;41
63353;Я 8 полетов в 2017 году не могу подтвердить после полета, в личном кабинете не записываются полеты;41
1520459483296;Заполняете заявки в разделе Восстановить? Какую ошибку система выдает?;41
1520459653494;Сейчас в обработке 3 заявки на восстановление за 2017 год.;41
63359;а толку это же 2017 год;41
63364;всё равно не получу ничего;41
1520460300206;Мили можно восстановить за последний календарный год. Если система будет дальше выдавать ошибки, перезвоните в контакт-центр в рабочие дни с 7-16 по Москве по номеру телефона 8-800-234-00-88, специалисты программы Статус все проверят.;41
257431;Здравствуйте, почему мы должны ждать возврата милей на карту 5-10 рабочих дней, если виновник возврата авиакомпания! если билеты подорожают через эти 10 дней и мы на эти мили уже не сможем купить? почему мы должны переплачивать по вине Ютэйр? нам и так за новые билеты пришлось доплатить 10 тысяч, еще и по милям сейчас не получится купить.;41
1520483569796;Добрый день. Смешанная и полная оплата билета милями возможна вне зависимости от даты покупки. Возврат миль на карту производится в течение 10 дней, согласно Правилам авиакомпании. ;41
257448;тем более, что в личном кабинете неразбериха, вместо обратного полета высвечивается опять другой, который уже возвращен. А который надо вернуть вообще не высвечивается, нет никаких гарантий, что прождав столько времени мили вернутся, потом могут ответить, что ошибка возврата, т.к. в личном кабинете этого полета нет. Затянется на месяц.;41
257449;пусть тогда тех поддержка или кто этим занимается устранят ошибки, чтобы все полеты высвечивались в личном кабинете, а пока все на словах, что полет проходит возврат;41
1520483810679;Полет, если он не отображается, Вы можете подгрузить самостоятельно кнопкой "добавить заказ", после чего совершать необходимые манипуляции;41
257455;подскажите, где эта кнопка, не могу найти;41
257456;все, вижу &quotдобавить полет&quot. Спасибо, попробую;41
257466;данный полет не найден;41
257490;этот полет высвечивается в моем личном кабинете, а не мужа. А мили то его, значит ему их не начислят?;41
1520485765602;Мили по возврату будут возвращены на тот счет, с которого были списаны. ;41
