44697;Здравствуйте! Пытаюсь вам позвонить, но номер, который указан на сайте недоступен. Даже платный))) Как быть? Мне нужен предупредить о животных на борту самолета. У меня на руках забронированные билеты;19
45489;Хотели бы узнать возможно ли провоз собаки до 10 кг на рейсе 384 , 24 февраля Санкт-Петербург- Моска, а затем рейс 265 Москва -Курган;19
1518001498257;На данном рейсе животных не зарегистрировано. Оформляйте билет и пишите нам;19
1518001834776;Размер переноски назовите, пожалуйста;19
45589;52*40*20;19
1518002698149;Отправили запрос. Напишите нам, пожалуйста, через 3-4 часа, чтобы проверить статус запроса;19
53660;Здравствуйте, а намордник для собаки нужен при перевозке ?забыли спросить.;19
1518983039328;Здравствуйте!  В правилах про намордник нет информации, значит не требуется.;19
256910;прошу дать ответ на запрос о согласовании животного в судно ВС;19
1520442887615;Провоз животного согласован авиакомпанией. ;19
